client_id,cons_price_idx,euribor_three_months
0,93.99400329589844,4.85699987411499
1,93.99400329589844,4.85699987411499
2,93.99400329589844,4.85699987411499
3,93.99400329589844,4.85699987411499
4,93.99400329589844,4.85699987411499
5,93.99400329589844,4.85699987411499
6,93.99400329589844,4.85699987411499
7,93.99400329589844,4.85699987411499
8,93.99400329589844,4.85699987411499
9,93.99400329589844,4.85699987411499
10,93.99400329589844,4.85699987411499
11,93.99400329589844,4.85699987411499
12,93.99400329589844,4.85699987411499
13,93.99400329589844,4.85699987411499
14,93.99400329589844,4.85699987411499
15,93.99400329589844,4.85699987411499
16,93.99400329589844,4.85699987411499
17,93.99400329589844,4.85699987411499
18,93.99400329589844,4.85699987411499
19,93.99400329589844,4.85699987411499
20,93.99400329589844,4.85699987411499
21,93.99400329589844,4.85699987411499
22,93.99400329589844,4.85699987411499
23,93.99400329589844,4.85699987411499
24,93.99400329589844,4.85699987411499
25,93.99400329589844,4.85699987411499
26,93.99400329589844,4.85699987411499
27,93.99400329589844,4.85699987411499
28,93.99400329589844,4.85699987411499
29,93.99400329589844,4.85699987411499
30,93.99400329589844,4.85699987411499
31,93.99400329589844,4.85699987411499
32,93.99400329589844,4.85699987411499
33,93.99400329589844,4.85699987411499
34,93.99400329589844,4.85699987411499
35,93.99400329589844,4.85699987411499
36,93.99400329589844,4.85699987411499
37,93.99400329589844,4.85699987411499
38,93.99400329589844,4.85699987411499
39,93.99400329589844,4.85699987411499
40,93.99400329589844,4.85699987411499
41,93.99400329589844,4.85699987411499
42,93.99400329589844,4.85699987411499
43,93.99400329589844,4.85699987411499
44,93.99400329589844,4.85699987411499
45,93.99400329589844,4.85699987411499
46,93.99400329589844,4.85699987411499
47,93.99400329589844,4.85699987411499
48,93.99400329589844,4.85699987411499
49,93.99400329589844,4.85699987411499
50,93.99400329589844,4.85699987411499
51,93.99400329589844,4.85699987411499
52,93.99400329589844,4.85699987411499
53,93.99400329589844,4.85699987411499
54,93.99400329589844,4.85699987411499
55,93.99400329589844,4.85699987411499
56,93.99400329589844,4.85699987411499
57,93.99400329589844,4.85699987411499
58,93.99400329589844,4.85699987411499
59,93.99400329589844,4.85699987411499
60,93.99400329589844,4.85699987411499
61,93.99400329589844,4.85699987411499
62,93.99400329589844,4.85699987411499
63,93.99400329589844,4.85699987411499
64,93.99400329589844,4.85699987411499
65,93.99400329589844,4.85699987411499
66,93.99400329589844,4.85699987411499
67,93.99400329589844,4.85699987411499
68,93.99400329589844,4.85699987411499
69,93.99400329589844,4.85699987411499
70,93.99400329589844,4.85699987411499
71,93.99400329589844,4.85699987411499
72,93.99400329589844,4.85699987411499
73,93.99400329589844,4.85699987411499
74,93.99400329589844,4.85699987411499
75,93.99400329589844,4.85699987411499
76,93.99400329589844,4.85699987411499
77,93.99400329589844,4.85699987411499
78,93.99400329589844,4.85699987411499
79,93.99400329589844,4.85699987411499
80,93.99400329589844,4.85699987411499
81,93.99400329589844,4.85699987411499
82,93.99400329589844,4.85699987411499
83,93.99400329589844,4.85699987411499
84,93.99400329589844,4.85699987411499
85,93.99400329589844,4.85699987411499
86,93.99400329589844,4.85699987411499
87,93.99400329589844,4.85699987411499
88,93.99400329589844,4.85699987411499
89,93.99400329589844,4.85699987411499
90,93.99400329589844,4.85699987411499
91,93.99400329589844,4.85699987411499
92,93.99400329589844,4.85699987411499
93,93.99400329589844,4.85699987411499
94,93.99400329589844,4.85699987411499
95,93.99400329589844,4.85699987411499
96,93.99400329589844,4.85699987411499
97,93.99400329589844,4.85699987411499
98,93.99400329589844,4.85699987411499
99,93.99400329589844,4.85699987411499
100,93.99400329589844,4.85699987411499
101,93.99400329589844,4.85699987411499
102,93.99400329589844,4.85699987411499
103,93.99400329589844,4.85699987411499
104,93.99400329589844,4.85699987411499
105,93.99400329589844,4.85699987411499
106,93.99400329589844,4.85699987411499
107,93.99400329589844,4.85699987411499
108,93.99400329589844,4.85699987411499
109,93.99400329589844,4.85699987411499
110,93.99400329589844,4.85699987411499
111,93.99400329589844,4.85699987411499
112,93.99400329589844,4.85699987411499
113,93.99400329589844,4.85699987411499
114,93.99400329589844,4.85699987411499
115,93.99400329589844,4.85699987411499
116,93.99400329589844,4.85699987411499
117,93.99400329589844,4.85699987411499
118,93.99400329589844,4.85699987411499
119,93.99400329589844,4.85699987411499
120,93.99400329589844,4.85699987411499
121,93.99400329589844,4.85699987411499
122,93.99400329589844,4.85699987411499
123,93.99400329589844,4.85699987411499
124,93.99400329589844,4.85699987411499
125,93.99400329589844,4.85699987411499
126,93.99400329589844,4.85699987411499
127,93.99400329589844,4.85699987411499
128,93.99400329589844,4.85699987411499
129,93.99400329589844,4.85699987411499
130,93.99400329589844,4.85699987411499
131,93.99400329589844,4.85699987411499
132,93.99400329589844,4.85699987411499
133,93.99400329589844,4.85699987411499
134,93.99400329589844,4.85699987411499
135,93.99400329589844,4.85699987411499
136,93.99400329589844,4.85699987411499
137,93.99400329589844,4.85699987411499
138,93.99400329589844,4.85699987411499
139,93.99400329589844,4.85699987411499
140,93.99400329589844,4.85699987411499
141,93.99400329589844,4.85699987411499
142,93.99400329589844,4.85699987411499
143,93.99400329589844,4.85699987411499
144,93.99400329589844,4.85699987411499
145,93.99400329589844,4.85699987411499
146,93.99400329589844,4.85699987411499
147,93.99400329589844,4.85699987411499
148,93.99400329589844,4.85699987411499
149,93.99400329589844,4.85699987411499
150,93.99400329589844,4.85699987411499
151,93.99400329589844,4.85699987411499
152,93.99400329589844,4.85699987411499
153,93.99400329589844,4.85699987411499
154,93.99400329589844,4.85699987411499
155,93.99400329589844,4.85699987411499
156,93.99400329589844,4.85699987411499
157,93.99400329589844,4.85699987411499
158,93.99400329589844,4.85699987411499
159,93.99400329589844,4.85699987411499
